"","tweet.datetime","text","user.description","total.favorites","total.followers","total.friends","user.location","user.name","screen.name","total.statuses","tweet.mentions","retweet.mentions","url","retweet.url","total.retweets"
"1324","Mon Feb 24 18:01:30 +0000 2020","Zinc consumption, when started within 24 hours of your first cold symptoms, can reduce the duration of your cold by… https://t.co/smqOdexISc","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1232002626717392896",NA,42
"1325","Mon Feb 24 17:01:27 +0000 2020","Did you know your omega-3 index has a greater impact on you risk of heart disease than your cholesterol level?… https://t.co/XCcuUZmyZp","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231987514774302721",NA,18
"1326","Mon Feb 24 16:01:38 +0000 2020","A protocol of intravenous vitamin C with hydrocortisone and thiamine has been shown to dramatically improve chances… https://t.co/vSZXvoOAR3","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231972461073305601",NA,137
"1327","Mon Feb 24 14:00:24 +0000 2020","Want to live longer? Try exercising smarter.
https://t.co/TbTwSIhZI0","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/7ep850yub5h",NA,17
"1328","Mon Feb 24 12:39:42 +0000 2020","RT @bengreenfield: I sat down with @mercola to discuss:

-Why people don't accept that EMF is a serious danger…22:00
-What 5G is exactly, a…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"bengreenfield","bengreenfield",NA,"http://www.bengreenfieldfitness.com",23
"1329","Mon Feb 24 11:00:51 +0000 2020","Here's how to get started on your ketogenic diet!
https://t.co/ADzSwYp61X https://t.co/eFxhPN4L37","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/ybxA50yrOuj",NA,8
"1330","Mon Feb 24 00:00:46 +0000 2020","Who can keep up? One day eggs are good for you and the next day they’re bad. What’s an egg lover to do?
https://t.co/KYu1bBj6mW","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/NxzM50ysKpP",NA,17
"1331","Sun Feb 23 18:01:09 +0000 2020","EMF*D is out! Order now to learn about the hidden harms of 5G and how to protect yourself!
https://t.co/jwyKjuSBez https://t.co/kTf12PpQbf","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/RIfu50ypKwS",NA,16
"1332","Sun Feb 23 17:01:17 +0000 2020","February 2, 2020, Richard L. Veech, M.D., Ph.D., passed away at the age of 84. He was a leader and pioneer of our u… https://t.co/FFawm14Qs4","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231625085229916163",NA,22
"1333","Sun Feb 23 16:01:17 +0000 2020","Evidence suggests we are descendants of omnivores, and that the increase in brain volume coincides with a transitio… https://t.co/e8HwuwM3oN","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231609984359813120",NA,14
"1334","Sun Feb 23 14:00:29 +0000 2020","Bumblebees, butterflies and other insects are vanishing right before our very eyes.
https://t.co/dtxsmuIe0g","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/iLZc50ysKpR",NA,41
"1335","Sun Feb 23 11:00:53 +0000 2020","If you think that the sweet dust of artificial sweetener mixed into your food and drinks is safe and doesn’t carry… https://t.co/LlPzsQcR4N","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231534387105234946",NA,27
"1336","Sun Feb 23 01:00:38 +0000 2020","Making a goal to spend 120 minutes in nature each week is a good starting point that can set you on a path to incre… https://t.co/XB9ltU94KQ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231383330324656129",NA,53
"1337","Sun Feb 23 00:00:36 +0000 2020","According to an MRI study from the University of Pennsylvania, fat tongues are a common culprit when it comes to sn… https://t.co/D13BKGjHYj","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231368221980319744",NA,8
"1338","Sat Feb 22 22:00:44 +0000 2020","A home cooked meal is way better than going out to eat! Try this recipe for dinner. https://t.co/w8Ug5HTe2F https://t.co/KTHRjoiVI2","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/lO2850ypEYb",NA,15
"1339","Sat Feb 22 17:00:58 +0000 2020","Whether you're embracing gray hair or are trying to put off the day your first strand appears, you’ll find a few si… https://t.co/3Fv38tM8e7","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231262617378971652",NA,10
"1340","Sat Feb 22 16:00:52 +0000 2020","In this video, which is Part 2 of a two-part series, Brian Hoyer and I answer your questions about electromagnetic… https://t.co/MvpN86qf8y","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231247493784113152",NA,6
"1341","Sat Feb 22 14:00:37 +0000 2020","Researchers discovered a clear association between being married to an optimistic partner and having a reduced risk… https://t.co/TF15iFBR40","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231217231796867073",NA,47
"1342","Sat Feb 22 11:00:48 +0000 2020","These top 12 eye-opening tips are the best strategies you can follow to help boost and maintain your eye health as… https://t.co/hrQhyk2wTQ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1231171980247928832",NA,25
"1343","Sat Feb 22 00:00:52 +0000 2020","If you’re using infant formula, this is something you need to know.
https://t.co/jvE4srukHP","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/bARP50yrJbD",NA,42
"1344","Fri Feb 21 18:01:25 +0000 2020","EMF*D is now available! Click here to order now:
https://t.co/fEfMsE4UMf https://t.co/4XWu5ABBdT","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/weNO50ypICj",NA,4
"1345","Fri Feb 21 17:01:32 +0000 2020","California state regulators are considering adding acetaminophen (Tylenol) to the list of carcinogens covered by Pr… https://t.co/U0fEEEgmOj","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230900374162362369",NA,17
"1346","Fri Feb 21 16:01:15 +0000 2020","Nearly 18,000 automotive accidents occur every day in the U.S., on average. Is there anything you can do to prevent… https://t.co/PJLoasVxzn","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230885200109953025",NA,8
"1347","Fri Feb 21 14:58:30 +0000 2020","It's #NationalCaregiversDay! As a caregiver your job is so important, but often your own health is overlooked. Here… https://t.co/PfwQrHSwkn","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230869409838911495",NA,12
"1348","Fri Feb 21 14:01:59 +0000 2020","Have you ever tried a reverse fly? https://t.co/hkCOEO1dqu","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,NA,NA,12
"1349","Fri Feb 21 14:00:50 +0000 2020","Most of the time, color changes in urine result from foods, medications, supplements or dehydration. But there are… https://t.co/sKxyKKO4DK","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230854897618255874",NA,12
"1350","Fri Feb 21 11:00:45 +0000 2020","Here are some facts about high blood pressure everyone should know.
https://t.co/nGVTiA83i7","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/C9fM50ypIpP",NA,10
"1351","Fri Feb 21 00:00:57 +0000 2020","Suffering from stress, sore muscles, migraines or inflammatory conditions? Adding this to a warm bath may prove esp… https://t.co/h3abuY1ETQ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230643536086827008",NA,21
"1352","Thu Feb 20 22:01:06 +0000 2020","The take-home message here is that some companies, including Kellogg, are starting to wake up and take steps to get… https://t.co/ruIoSudu8j","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230613372384792579",NA,24
"1353","Thu Feb 20 18:10:54 +0000 2020","RT @mercola: EMF*D IS NOW AVAILABLE! Click here to order! https://t.co/nNVoh4bgqm","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"mercola","mercola","http://ow.ly/rfVc50ypCAN","http://www.mercola.com",3
"1354","Thu Feb 20 18:10:13 +0000 2020","It's #LoveYourPetDay! Reply with a picture of your pet/pets!","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,NA,NA,4
"1355","Thu Feb 20 18:01:22 +0000 2020","Did you know that living near a busy road or highway increases your risk of non-Alzheimer’s dementia and Parkinson’… https://t.co/3cpdoUtPfz","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230553042140958721",NA,15
"1356","Thu Feb 20 17:01:24 +0000 2020","Get moving! It’s clear that there are benefits to be had from many different forms of exercise, from HIIT to low-in… https://t.co/0HrSL82ple","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230537952251478016",NA,23
"1357","Thu Feb 20 16:01:21 +0000 2020","Meditation can be viewed as a form of brain exercise that strengthens the brain and keeps it ""younger"" longer. https://t.co/ca6VRUDm7x","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/e4Li50ypDh7",NA,19
"1358","Thu Feb 20 15:34:07 +0000 2020","RT @mercola: There is currently no scientific basis for the WHO’s recommendation to use Tamiflu to treat or prevent the flu, and the conseq…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"mercola","mercola",NA,"http://www.mercola.com",50
"1359","Thu Feb 20 14:00:53 +0000 2020","Pregnant women can reduce their risk of poor heart health by staying active and eating a healthy diet.
https://t.co/uLFIPwXyte","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/hCoA50yqFZg",NA,10
"1360","Thu Feb 20 11:00:42 +0000 2020","EMF*D IS NOW AVAILABLE! Click here to order! https://t.co/nNVoh4bgqm","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/rfVc50ypCAN",NA,3
"1361","Thu Feb 20 00:01:01 +0000 2020","Peripheral artery disease can cause cramping, pain and tiredness in the legs and hip muscles, making it difficult t… https://t.co/eWOzKZ8DBW","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230281164239310849",NA,18
"1362","Wed Feb 19 18:01:41 +0000 2020","EMF*D is out now! Click here to order! https://t.co/LfmHXFJF0Z https://t.co/ffwDZNRonv","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/EnkE50ymGL7",NA,7
"1363","Wed Feb 19 17:02:10 +0000 2020","Monsanto, DuPont and BASF sell an herbicide responsible for damage to millions of acres across the U.S.… https://t.co/qQ5AolQNZa","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230175755621015553",NA,20
"1364","Wed Feb 19 16:56:55 +0000 2020","RT @RobinQuinninLA: Protect Yourself Now from the Hidden Harms of #5G, #WiFi and #CellPhones. Dr. Joseph @Mercola's groundbreaking new #boo…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"RobinQuinninLA","RobinQuinninLA",NA,"http://www.writingandediting.biz",8
"1365","Wed Feb 19 16:02:23 +0000 2020","Have you checked out our blog section? Here you'll find the latest and breaking news!
https://t.co/IwYRfywAsP","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/sk8Y50yqx8t",NA,7
"1366","Wed Feb 19 16:02:02 +0000 2020","Research has found a strong link between aluminum exposure and Alzheimer’s disease. 
https://t.co/YJN2n3hdyL","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/jNnq50ymFFi",NA,89
"1367","Wed Feb 19 15:49:47 +0000 2020","Have you entered our giveaway yet? Purchase EMF*D and have a chance to win one of these special prizes! https://t.co/cr8lUyCs9M","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/mercola/status/1223584361938931712",NA,5
"1368","Wed Feb 19 15:48:47 +0000 2020","RT @mercola: Have you ever wondered what happens to your body when you eat gluten?
https://t.co/y8sT8a1MlB https://t.co/99EAjQAl20","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"mercola","mercola","http://ow.ly/a90p50yjMRq","http://www.mercola.com",54
"1369","Wed Feb 19 15:48:40 +0000 2020","RT @mercola: Iodine is an effective antiviral and antibacterial agent with a long history as a wound cleaner and a broad-spectrum disinfect…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"mercola","mercola",NA,"http://www.mercola.com",71
"1370","Wed Feb 19 15:48:26 +0000 2020","RT @mercola: EMF*D is now available! Order now and learn the hidden harms of 5G and how to protect yourself! https://t.co/DCdfUweSyq https:…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"mercola","mercola","http://ow.ly/gg7l50ypKCK","http://www.mercola.com",9
"1371","Wed Feb 19 14:00:59 +0000 2020","How do you commute to work? https://t.co/QbhBVavyCi","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/xKrA50ypEzN",NA,7
"1372","Wed Feb 19 11:01:14 +0000 2020","High-quality sleep is one of the cornerstones of optimal health – do you make it a priority?… https://t.co/dAYt0mBhR9","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1230084923157028864",NA,11
"1373","Wed Feb 19 00:00:30 +0000 2020","There is currently no scientific basis for the WHO’s recommendation to use Tamiflu to treat or prevent the flu, and… https://t.co/YmU6CyBi6j","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1229918645423411203",NA,50
"1374","Tue Feb 18 22:01:07 +0000 2020","Your post-workout meal can influence the overall health effects of exercise, so what to eat after your workout is a… https://t.co/buNUa3Kzaj","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1229888601133080583",NA,15
"1375","Tue Feb 18 20:16:11 +0000 2020","EMF*D is now available! Order now and learn the hidden harms of 5G and how to protect yourself!… https://t.co/xIYbdVBK7E","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1229862194571026437",NA,9
"1376","Tue Feb 18 18:42:47 +0000 2020","RT @naturallysavvy: 7 Most Common Nutrient Deficiencies https://t.co/CuJeXiNAhk
#nutrition #deficient #deficiencies #eatwell #bewell #natur…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"naturallysavvy","naturallysavvy","https://buff.ly/2uD4tlP","http://www.naturallysavvy.com",11
"1377","Tue Feb 18 18:37:44 +0000 2020","RT @garyruskin: Science should not be for sale. Via @guardian @careygillam @USRightToKnow https://t.co/D9d57oiqU1 ""Regulatory bodies should…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"garyruskin","garyruskin","http://bit.ly/2STtEZb","http://usrtk.org",52
"1378","Tue Feb 18 18:01:32 +0000 2020","Wendy Mesley's warning states to keep your phone a certain distance away from your body — usually 5 to 15 millimete… https://t.co/CHkgu3GPVv","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1229828308768108545",NA,25
"1379","Tue Feb 18 17:01:48 +0000 2020","An exposé by The Intercept, which obtained lobbying documents and emails, revealed an extensive playbook used by th… https://t.co/lL65JEjdQ9","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1229813277821108224",NA,29
"1380","Tue Feb 18 16:01:47 +0000 2020","Just remember, if you give up your privacy in the interest of convenience, Google, Facebook, Amazon and mobile netw… https://t.co/0Cft2DbeaZ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1229798171452284928",NA,11
"1381","Tue Feb 18 14:08:12 +0000 2020","EMF*D IS NOW AVAILABLE! Click here to order!
https://t.co/NDfrezM4la","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/Lgxl50ypiDn",NA,2
"1382","Tue Feb 18 14:00:53 +0000 2020","Try golden milk in the morning or before bed to reap the anti-inflammatory benefits.
https://t.co/6dUm8QCJeW","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/nI5750yoGu7",NA,19
"1383","Tue Feb 18 11:01:08 +0000 2020","Order EMF*D today and receive bonus gifts! https://t.co/o7UG9ynyuh","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://ow.ly/U15N50ymAhk",NA,5
"1384","Tue Feb 18 00:00:27 +0000 2020","In every home, no matter how fastidiously you dust or vacuum, there’s dust, which is bad enough, but now there’s mo… https://t.co/2r7SnnxlmX","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1229556243758448640",NA,13
