"","tweet.datetime","text","user.description","total.favorites","total.followers","total.friends","user.location","user.name","screen.name","total.statuses","tweet.mentions","retweet.mentions","url","retweet.url","total.retweets"
"1","Fri Nov 13 20:00:32 +0000 2020","Eating small amounts of fruit can be an excellent way to increase your intake of beneficial antioxidants, vitamins… https://t.co/hdN7cldhDa","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1327340591340875777",NA,5
"2","Fri Nov 13 17:26:02 +0000 2020","Why Your Positive COVID-19 Test May Be Wrong. https://t.co/GZp6nJ2gcL","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/Rld2VC",NA,51
"3","Fri Nov 13 16:42:09 +0000 2020","RT @MercolaFitness: Wrong and right way of doing a plank 👇 #workoutmotivation https://t.co/5J1YClHSsu","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"MercolaFitness","MercolaFitness",NA,"http://fitness.mercola.com",4
"4","Fri Nov 13 15:54:45 +0000 2020","RT @stopcovidcold: One study found your risk of developing a severe case of, and dying from, COVID-19 virtually disappears once your vitami…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"stopcovidcold","stopcovidcold",NA,"https://www.stopcovidcold.com/",57
"5","Fri Nov 13 15:12:02 +0000 2020","20% of COVID Patients Show Only Gastrointestinal Symptoms https://t.co/EenxvKVqjL","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlcZyh",NA,28
"6","Fri Nov 13 14:00:32 +0000 2020","PCR tests are not designed to be used as a diagnostic tool as they cannot distinguish between inactive viruses and… https://t.co/VulMUbobtr","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1327249992944295936",NA,194
"7","Thu Nov 12 20:25:31 +0000 2020","Will a Hugging Station Be the Next COVID ‘New Normal’? https://t.co/Hdy9fNlA4R","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlYhkZ",NA,21
"8","Thu Nov 12 20:00:32 +0000 2020","Your blood glucose and insulin levels rise when you eat before bed, which may reduce your ability to sleep soundly… https://t.co/3nibtYm1HJ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1326978202275700736",NA,20
"9","Thu Nov 12 17:02:11 +0000 2020","If safety requires us to indefinitely forfeit the most valuable parts of our lives, what exactly are we trying to save? ~ A.J. Kay","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,NA,NA,129
"10","Thu Nov 12 15:00:32 +0000 2020","FDA Warns About False Positive COVID-19 Antigen Tests. https://t.co/D0nef6f1tS","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlXfDb",NA,68
"11","Thu Nov 12 14:00:31 +0000 2020","COVID-19 rules could be putting a damper on Thanksgiving festivities this year. California, for example, recently r… https://t.co/VtPdk1avrK","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1326887604634095617",NA,18
"12","Wed Nov 11 20:01:01 +0000 2020","CRISPR gene editing technology has been used to create chickens resistant to avian leukosis virus and influenza. https://t.co/6lkj2bCgIy","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlTkc6",NA,12
"13","Wed Nov 11 19:50:40 +0000 2020","Subscribe to my newsletter at Mercola .com or follow me on Parler. https://t.co/GZMagmNwK2","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://parler.com/profile/Drmercola/posts",NA,16
"14","Wed Nov 11 19:47:31 +0000 2020","Join me and the mass exodus from Twitter.  We are the product as well as the carcass of the big tech monopolies.
https://t.co/smIM5iFGOI","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://abc7chicago.com/7816968/?ex_cid=TA_WLS_TW&taid=5faa6bb5257e770001c00332&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter",NA,66
"15","Wed Nov 11 16:46:02 +0000 2020","Pfizer CEO Dumps 62% of His Stock After Vaccine Announcement https://t.co/LwL05eUcbo","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlT7wy",NA,125
"16","Wed Nov 11 16:21:09 +0000 2020","RT @stopcovidcold: Grab your free COVID-19 report NOW and learn how to #StopCOVIDCold 

Visit https://t.co/5uzkLHSiYT now!","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"stopcovidcold","stopcovidcold","http://stopcovidcold.com","https://www.stopcovidcold.com/",16
"17","Wed Nov 11 15:17:12 +0000 2020","The World Economic Forum recommends this giant muzzle for you. Read more about these dangerous globalists here:… https://t.co/lacBx1YgOx","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1326544512487890944",NA,50
"18","Wed Nov 11 15:15:02 +0000 2020","https://t.co/RLp8fNEn4x","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlSrKr",NA,34
"19","Wed Nov 11 14:00:32 +0000 2020","According to a study that examined how informed consent is given to COVID-19 vaccine trial participants, disclosure… https://t.co/6sgCAVaEME","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1326525217540247552",NA,102
"20","Tue Nov 10 20:00:32 +0000 2020","In the months and years following WWII, Montrose Chemical Corp. dumped DDT-contaminated waste in the deep ocean off… https://t.co/0Kpieaxmxc","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1326253428662657026",NA,28
"21","Tue Nov 10 18:32:02 +0000 2020","Teens Who Limit Screen Time Have Better Mental Health: https://t.co/oWbaaK1UTx","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlPbcr",NA,40
"22","Tue Nov 10 17:01:45 +0000 2020","High-dose intravenous NAC may be expected to play an adjuvant role in the treatment of severe COVID-19 cases and in… https://t.co/28B5JgmpMr","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1326208435482923010",NA,52
"23","Tue Nov 10 14:01:01 +0000 2020","N-acetylcysteine (NAC) is a precursor to reduced glutathione, which appears to play a crucial role in COVID-19. https://t.co/zSRqSSbYQd","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlNhZ4",NA,67
"24","Mon Nov 09 21:02:02 +0000 2020","Avoid This Mistake That 82% of COVID Patients Make https://t.co/Kms83h7l4e","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlL3qq",NA,68
"25","Mon Nov 09 20:00:32 +0000 2020","Research has linked coffee and tea to several health benefits, including a recent study from Japan demonstrating th… https://t.co/VOeK7cIXA0","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1325891039723360257",NA,28
"26","Mon Nov 09 17:53:54 +0000 2020","RT @stopcovidcold: Vitamin D deficiency has emerged as a primary risk factor for severe COVID-19 infection and death. Higher vitamin D leve…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"stopcovidcold","stopcovidcold",NA,"https://www.stopcovidcold.com/",75
"27","Mon Nov 09 17:00:56 +0000 2020","SARS-CoV-2 positivity is strongly and inversely associated with circulating 25(OH)D levels, a relationship that per… https://t.co/6NjkclpL1Y","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1325845842297843719",NA,32
"28","Mon Nov 09 15:01:32 +0000 2020","The Asymptomatic Casedemic Is a Perpetuation of Fear. https://t.co/JpZM9HMPJC","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RlJyrl",NA,86
"29","Mon Nov 09 14:00:32 +0000 2020","Dark skin color, increased age, pre-existing chronic conditions and vitamin D deficiency are all features of severe… https://t.co/bfi5ZupCmQ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1325800442551439363",NA,29
"30","Mon Nov 09 12:56:22 +0000 2020","RT @stopcovidcold: Elderberry extract is known to shorten influenza duration by two to four days and reduce the severity of the flu. #StopC…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"stopcovidcold","stopcovidcold",NA,"https://www.stopcovidcold.com/",29
"31","Sun Nov 08 14:01:02 +0000 2020","Ketones are water-soluble fats that aid in tissue healing. They are also very helpful in cases of viral infections… https://t.co/UwWipEwQhP","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1325438180028424193",NA,33
"32","Sat Nov 07 20:00:32 +0000 2020","Mouthwash that contains the antiseptic chlorhexidine may interfere with the microbiome in your mouth, killing off i… https://t.co/yasXWaA0Yk","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1325166265200078849",NA,37
"33","Sat Nov 07 14:01:01 +0000 2020","Age-related macular degeneration (AMD), a leading cause of blindness in the U.S., is said to be a disease associate… https://t.co/fXiFHDAsSK","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1325075790006939648",NA,38
"34","Fri Nov 06 20:01:02 +0000 2020","Researchers have been investigating the ""insulin-like"" effects of cinnamon for years, and the verdict is in! https://t.co/tdzSvgma3x","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/Rl8RMs",NA,44
"35","Fri Nov 06 17:03:20 +0000 2020","In order to transform the government so that it will reward the rich with even more wealth, the people who want to… https://t.co/1JoqnSJt5f","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324759281737076737",NA,179
"36","Fri Nov 06 16:57:12 +0000 2020","RT @stopcovidcold: Zinc works inside the cell to stop the replication of viruses, thus may stop an infection. #StopCOVIDCold https://t.co/l…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"stopcovidcold","stopcovidcold",NA,"https://www.stopcovidcold.com/",44
"37","Fri Nov 06 15:33:01 +0000 2020","Robert F. Kennedy warns ""If a government can hide what it’s doing, it can get away with anything it wants. If a cor… https://t.co/BATtGQ5G1h","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324736555538247681",NA,113
"38","Fri Nov 06 14:00:32 +0000 2020","October 24, 2020, Robert F. Kennedy, founder of Children’s Health Defense, gave this online “International Message… https://t.co/56L7W4Vm3B","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324713281005658113",NA,64
"39","Thu Nov 05 20:00:31 +0000 2020","Oil pulling has been used as a traditional Ayurvedic remedy in India since ancient times, and it’s once again popul… https://t.co/51Vp7z5B7r","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324441485882781697",NA,30
"40","Thu Nov 05 19:46:32 +0000 2020","Police Arrest Nurse for Trying to Rescue 97-Year-old Mom From Nursing Home. https://t.co/mBjch0y2g3","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/Rl4XSK",NA,41
"41","Thu Nov 05 17:02:16 +0000 2020","It's very frustrating that critical information on SARS2 origins is coming out almost on a need-to-know basis. And… https://t.co/PVZEboEXsJ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324396625733832704",NA,38
"42","Thu Nov 05 14:00:32 +0000 2020","It appears Nature, a top medical journal, has allowed authors to secretly alter data sets in their papers without p… https://t.co/WMzo0IsXNu","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324350892104019975",NA,62
"43","Wed Nov 04 20:00:32 +0000 2020","Scientists have been working since the early 1990s to develop a genetically altered American chestnut tree resistan… https://t.co/lWa6WD1LWJ","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324079099799724032",NA,21
"44","Wed Nov 04 17:02:30 +0000 2020","The estimated financial cost of opioid addiction and death in the U.S. was $504 billion in 2015. 1/2","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,NA,NA,24
"45","Wed Nov 04 17:02:30 +0000 2020","In addition to health care costs, criminal justice costs and lost productivity due to addiction or incarceration, t… https://t.co/HZ0dLscRTm","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1324034296198402050",NA,15
"46","Wed Nov 04 15:05:32 +0000 2020","No-Fault Compensation for Vaccine Injury — the Other Side of COVID-19 Vaccines. https://t.co/7p4pef8S7S","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RkzgB1",NA,43
"47","Wed Nov 04 14:00:32 +0000 2020","The U.S. government finally brought their primary company down, but they ended up paying penalties worth a fraction… https://t.co/MUHArjcZZT","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1323988502720045057",NA,50
"48","Tue Nov 03 20:00:32 +0000 2020","Meningitis is an inflammation of the membranes around the brain and spinal cord. It can be triggered by an infectio… https://t.co/RB1EE7eZhG","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1323716714022932480",NA,55
"49","Tue Nov 03 17:48:02 +0000 2020","Biden versus Trump, who should you vote for? Here’s my opinion. https://t.co/YggOGoxsC4","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RkwGF6",NA,13
"50","Tue Nov 03 17:01:46 +0000 2020","Ultimately, the technocratic plan is to govern society through technology, programmed by scientists and technicians… https://t.co/rOVqB0dgFn","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1323671723846307840",NA,71
"51","Tue Nov 03 15:55:02 +0000 2020","Would You Wear a Birth Control Implant That Could Be Turned On or Off Remotely? https://t.co/s4w5Z5IGWt","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RkvvKX",NA,20
"52","Tue Nov 03 14:00:31 +0000 2020","According to a survey by the American Psychology Association (APA) published October 7, 2020, 68% of Americans say… https://t.co/rR7jbLwWy1","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1323626113055141888",NA,29
"53","Tue Nov 03 12:46:20 +0000 2020","RT @stopcovidcold: There is evidence zinc can shorten a cold and help treat COVID-19. It is crucial to pair zinc with this polyphenol and k…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"stopcovidcold","stopcovidcold",NA,"https://www.stopcovidcold.com/",33
"54","Mon Nov 02 22:43:02 +0000 2020","New COVID Security Measures Include a Digital Health Certificate. https://t.co/bF6IyjBWgf","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RksFKw",NA,33
"55","Mon Nov 02 20:00:32 +0000 2020","There is evidence zinc can shorten a cold and help treat COVID-19. It is crucial to pair zinc with this polyphenol… https://t.co/rnql4JumGs","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1323354326023041024",NA,61
"56","Mon Nov 02 17:01:27 +0000 2020","If public health officials and politicians continue with mask mandates, then informed citizens might question if cu… https://t.co/pXRxx4i78n","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1323309259220766724",NA,92
"57","Mon Nov 02 15:30:31 +0000 2020","Americans May Be Adding 5 Times as Much Plastic to Oceans Than Thought. https://t.co/rWYveP7dgT","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/Rkr1s1",NA,26
"58","Mon Nov 02 13:01:02 +0000 2020","Despite lack of scientific support for universal mask wearing, Dr. Anthony Fauci now supports a federal mask mandat… https://t.co/qPNOsIIt25","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1323248753264926721",NA,74
"59","Sat Oct 31 19:00:32 +0000 2020","Who's tired of adjusting their clocks? 🙋‍♂️ https://t.co/dHp4AM4JyH","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"http://dlvr.it/RkkWlx",NA,44
"60","Sat Oct 31 13:01:01 +0000 2020","Replacing dangerous oils with healthy fats can go a long way toward boosting your health and reducing your risk of… https://t.co/F0IwKUhqEv","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,NA,NA,"https://twitter.com/i/web/status/1322523975990173697",NA,72
"61","Fri Oct 30 19:34:55 +0000 2020","RT @stopcovidcold: Should the inclusion of Prevotella bacteria in COVID-19 turn out to be accurate, prebiotics, probiotics and sporebiotics…","Health activist and founder of the #1 natural health site.

Visit 𝗠𝗲𝗿𝗰𝗼𝗹𝗮.𝗰𝗼𝗺 to read my latest articles and updates.",1481,289059,29809,"Cape Coral, FL","Dr. Joseph Mercola","mercola",78453,"stopcovidcold","stopcovidcold",NA,"https://www.stopcovidcold.com/",19
